# Format: codepoint(hexadecimal);glyphname;comment(optional)
#
# If more than one entry exists with the same code point,
# the first one will be used when generating glyph names.
#
# Lines starting with "#" are comments; blank lines are ignored
#
# Latin Basic
20;space
1F516;bookmark
1F517;linksymbol
1F518;radiobutton
1F519;backwithleftwardsarrowabove
1F51A;endwithleftwardsarrowabove
1F51B;onwithexclamationmarkwithleftrightarrowabove
1F51C;soonwithrightwardsarrowabove
1F51D;topwithupwardsarrowabove
1F51E;nooneundereighteensymbol
1F51F;keycapten
1F520;inputsymbolforlatincapitalletters
1F521;inputsymbolforlatinsmallletters
1F522;inputsymbolfornumbers
1F523;inputsymbolforsymbols
1F524;inputsymbolforlatinletters
1F525;fire
1F526;electrictorch
1F527;wrench
1F528;hammer
1F529;nutandbolt
1F52A;hocho
1F52B;pistol
1F52C;microscope
1F52D;telescope
1F52E;crystalball
1F52F;sixpointedstarwithmiddledot
1F530;japanesesymbolforbeginner
1F531;tridentemblem
1F532;blacksquarebutton
1F533;whitesquarebutton
1F534;largeredcircle
1F535;largebluecircle
1F536;largeorangediamond
1F537;largebluediamond
1F538;smallorangediamond
1F539;smallbluediamond
1F53A;uppointingredtriangle
1F53B;downpointingredtriangle
1F53C;uppointingsmallredtriangle
1F53D;downpointingsmallredtriangle
1F53E;lowerrightshadowedwhitecircle
1F53F;upperrightshadowedwhitecircle
1F540;circledcrosspommee
1F541;crosspommeewithhalfcirclebelow
1F542;crosspommee
1F543;notchedleftsemicirclewiththreedots
1F544;notchedrightsemicirclewiththreedots
1F545;symbolformarkschapter
1F546;whitelatincross
1F547;heavylatincross
1F548;celticcross
1F549;omsymbol
1F54A;doveofpeace
1F54B;kaaba
1F54C;mosque
1F54D;synagogue
1F54E;menorahwithninebranches
1F54F;bowlofhygieia
1F550;clockfaceoneoclock
1F551;clockfacetwooclock
1F552;clockfacethreeoclock
1F553;clockfacefouroclock
1F554;clockfacefiveoclock
1F555;clockfacesixoclock
1F556;clockfacesevenoclock
1F557;clockfaceeightoclock
1F558;clockfacenineoclock
1F559;clockfacetenoclock
1F55A;clockfaceelevenoclock
1F55B;clockfacetwelveoclock
1F55C;clockfaceonethirty
1F55D;clockfacetwothirty
1F55E;clockfacethreethirty
1F55F;clockfacefourthirty
1F560;clockfacefivethirty
1F561;clockfacesixthirty
1F562;clockfaceseventhirty
1F563;clockfaceeightthirty
1F564;clockfaceninethirty
1F565;clockfacetenthirty
1F566;clockfaceeleventhirty
1F567;clockfacetwelvethirty
1F568;rightspeaker
1F569;rightspeakerwithonesoundwave
1F56A;rightspeakerwiththreesoundwaves
1F56B;bullhorn
1F56C;bullhornwithsoundwaves
1F56D;ringingbell
1F56E;book
1F56F;candle
1F570;mantelpiececlock
1F571;blackskullandcrossbones
1F572;nopiracy
1F573;hole
1F574;maninbusinesssuitlevitating
1F575;sleuthorspy
1F576;darksunglasses
1F577;spider
1F578;spiderweb
1F579;joystick
1F57A;mandancing
1F57B;lefthandtelephonereceiver
1F57C;telephonereceiverwithpage
1F57D;righthandtelephonereceiver
1F57E;whitetouchtonetelephone
1F57F;blacktouchtonetelephone
1F580;telephoneontopofmodem
1F581;clamshellmobilephone
1F582;backofenvelope
1F583;stampedenvelope
1F584;envelopewithlightning
1F585;flyingenvelope
1F586;penoverstampedenvelope
1F587;linkedpaperclips
1F588;blackpushpin
1F589;lowerleftpencil
1F58A;lowerleftballpointpen
1F58B;lowerleftfountainpen
1F58C;lowerleftpaintbrush
1F58D;lowerleftcrayon
1F58E;leftwritinghand
1F58F;turnedokhandsign
1F590;raisedhandwithfingerssplayed
1F591;reversedraisedhandwithfingerssplayed
1F592;reversedthumbsupsign
1F593;reversedthumbsdownsign
1F594;reversedvictoryhand
1F595;reversedhandwithmiddlefingerextended
1F596;raisedhandwithpartbetweenmiddleandringfingers
1F597;whitedownpointinglefthandindex
1F598;sidewayswhiteleftpointingindex
1F599;sidewayswhiterightpointingindex
1F59A;sidewaysblackleftpointingindex
1F59B;sidewaysblackrightpointingindex
1F59C;blackleftpointingbackhandindex
1F59D;blackrightpointingbackhandindex
1F59E;sidewayswhiteuppointingindex
1F59F;sidewayswhitedownpointingindex
1F5A0;sidewaysblackuppointingindex
1F5A1;sidewaysblackdownpointingindex
1F5A2;blackuppointingbackhandindex
1F5A3;blackdownpointingbackhandindex
1F5A4;blackheart
1F5A5;desktopcomputer
1F5A6;keyboardandmouse
1F5A7;threenetworkedcomputers
1F5A8;printer
1F5A9;pocketcalculator
1F5AA;blackhardshellfloppydisk
1F5AB;whitehardshellfloppydisk
1F5AC;softshellfloppydisk
1F5AD;tapecartridge
1F5AE;wiredkeyboard
1F5AF;onebuttonmouse
1F5B0;twobuttonmouse
1F5B1;threebuttonmouse
1F5B2;trackball
1F5B3;oldpersonalcomputer
1F5B4;harddisk
1F5B5;screen
1F5B6;printericon
1F5B7;faxicon
1F5B8;opticaldiscicon
1F5B9;documentwithtext
1F5BA;documentwithtextandpicture
1F5BB;documentwithpicture
1F5BC;framewithpicture
1F5BD;framewithtiles
1F5BE;framewithanx
1F5BF;blackfolder
1F5C0;folder
1F5C1;openfolder
1F5C2;cardindexdividers
1F5C3;cardfilebox
1F5C4;filecabinet
1F5C5;emptynote
1F5C6;emptynotepage
1F5C7;emptynotepad
1F5C8;note
1F5C9;notepage
1F5CA;notepad
1F5CB;emptydocument
1F5CC;emptypage
1F5Cd;emptypages
1F5CE;document
1F5CF;page
1F5D0;pages
1F5D1;wastebasket
1F5D2;spiralnotepad
1F5D3;spiralcalendarpad
1F5D4;desktopwindow
1F5D5;minimize
1F5D6;maximize
1F5D7;overlap
1F5D8;clockwiserightandleftsemicirclearrows
1F5D9;cancellationx
1F5Da;increasefontsizesymbol
1F5Db;decreasefontsizesymbol
1F5Dc;compression
1F5Dd;oldkey
1F5De;rolled-upnewspaper
1F5Df;pagewithcircledtext
1F5E0;stockchart
1F5E1;daggerknife
1F5E2;lips
1F5E3;speakingheadinsilhouette
1F5E4;threeraysabove
1F5E5;threeraysbelow
1F5E6;threeraysleft
1F5E7;threeraysright
1F5E8;leftspeechbubble
1F5E9;rightspeechbubble
1F5Ea;twospeechbubbles
1F5Eb;threespeechbubbles
1F5EC;leftthoughtbubble
1F5Ed;rightthoughtbubble
1F5Ee;leftangerbubble
1F5EF;rightangerbubble
1F5F0;moodbubble
1F5F1;lightningmoodbubble
1F5F2;lightningmood
1F5F3;ballotboxwithballot
1F5F4;ballotscriptx
1F5F5;ballotboxwithscriptx
1F5F6;ballotboldscriptx
1F5F7;ballotboxwithboldscriptx
1F5F8;lightcheckmark
1F5F9;ballotboxwithboldcheck
1F5FA;worldmap
1F5FB;mountfuji
1F5FC;tokyotower
1F5FD;statueofliberty
1F5FE;silhouetteofjapan
1F5FF;moyai
1F600;grinningface
1F601;grinningfacewithsmilingeyes
1F602;facewithtearsofjoy
1F603;smilingfacewithopenmouth
1F604;smilingfacewithopenmouthandsmilingeyes
1F605;smilingfacewithopenmouthandcoldsweat
1F606;smilingfacewithopenmouthandtightly-closedeyes
1F607;smilingfacewithhalo
1F608;smilingfacewithhorns
1F609;winkingface
1F60A;smilingfacewithsmilingeyes
1F60B;facesavouringdeliciousfood
1F60C;relievedface
1F60D;smilingfacewithheart-shapedeyes
1F60E;smilingfacewithsunglasses
1F60F;smirkingface
1F610;neutralface
1F611;expressionlessface
1F612;unamusedface
1F613;facewithcoldsweat
1F614;pensiveface
1F615;confusedface
1F616;confoundedface
1F617;kissingface
1F618;facethrowingakiss
1F619;kissingfacewithsmilingeyes
1F61A;kissingfacewithclosedeyes
1F61B;facewithstuck-outtongue
1F61C;facewithstuck-outtongueandwinkingeye
1F61D;facewithstuck-outtongueandtightly-closedeyes
1F61E;disappointedface
1F61F;worriedface
1F620;angryface
1F621;poutingface
1F622;cryingface
1F623;perseveringface
1F624;facewithlookoftriumph
1F625;disappointedbutrelievedface
1F626;frowningfacewithopenmouth
1F627;anguishedface
1F628;fearfulface
1F629;wearyface
1F62A;sleepyface
1F62B;tiredface
1F62C;grimacingface
1F62D;loudlycryingface
1F62E;facewithopenmouth
1F62F;hushedface
1F630;facewithopenmouthandcoldsweat
1F631;facescreaminginfear
1F632;astonishedface
1F633;flushedface
1F634;sleepingface
1F635;dizzyface
1F636;facewithoutmouth
1F637;facewithmedicalmask
1F638;grinningcatfacewithsmilingeyes
1F639;catfacewithtearsofjoy
1F63A;smilingcatfacewithopenmouth
1F63B;smilingcatfacewithheart-shapedeyes
1F63C;catfacewithwrysmile
1F63D;kissingcatfacewithclosedeyes
1F63E;poutingcatface
1F63F;cryingcatface
1F640;wearycatface
1F641;slightlyfrowningface
1F642;slightlysmilingface
1F643;upside-downface
1F644;facewithrollingeyes
1F645;facewithnogoodgesture
1F646;facewithokgesture
1F647;personbowingdeeply
1F648;see-no-evilmonkey
1F649;hear-no-evilmonkey
1F64A;speak-no-evilmonkey
1F64B;happypersonraisingonehand
1F64C;personraisingbothhandsincelebration
1F64D;personfrowning
1F64E;personwithpoutingface
1F64F;personwithfoldedhands
1F650;northwestpointingleaf
1F651;southwestpointingleaf
1F652;northeastpointingleaf
1F653;southeastpointingleaf
1F654;turnednorthwestpointingleaf
1F655;turnedsouthwestpointingleaf
1F656;turnednortheastpointingleaf
1F657;turnedsoutheastpointingleaf
1F658;northwestpointingvineleaf
1F659;southwestpointingvineleaf
1F65A;northeastpointingvineleaf
1F65B;southeastpointingvineleaf
1F65C;heavynorthwestpointingvineleaf
1F65D;heavysouthwestpointingvineleaf
1F65E;heavynortheastpointingvineleaf
1F65F;heavysoutheastpointingvineleaf
1F660;northwestpointingbud
1F661;southwestpointingbud
1F662;northeastpointingbud
1F663;southeastpointingbud
1F664;heavynorthwestpointingbud
1F665;heavysouthwestpointingbud
1F666;heavynortheastpointingbud
1F667;heavysoutheastpointingbud
1F668;hollowquiltsquareornament
1F669;hollowquiltsquareornamentinblacksquare
1F66A;solidquiltsquareornament
1F66B;solidquiltsquareornamentinblacksquare
1F66C;leftwardsrocket
1F66D;upwardsrocket
1F66E;rightwardsrocket
1F66F;downwardsrocket
1F670;scriptligatureetornament
1F671;heavyscriptligatureetornament
1F672;ligatureopenetornament
1F673;heavyligatureopenetornament
1F674;heavyampersandornament
1F675;swashampersandornament
1F676;sans-serifheavydoubleturnedcommaquotationmarkornament
1F677;sans-serifheavydoublecommaquotationmarkornament
1F678;sans-serifheavylowdoublecommaquotationmarkornament
1F679;heavyinterrobangornament
1F67A;sans-serifinterrobangornament
1F67B;heavysans-serifinterrobangornament
1F67C;veryheavysolidus
1F67D;veryheavyreversesolidus
1F67E;checkerboard
1F67F;reversecheckerboard
1F680;rocket
1F681;helicopter
1F682;steamlocomotive
1F683;railwaycar
1F684;high-speedtrain
1F685;high-speedtrainwithbulletnose
1F686;train
1F687;metro
1F688;lightrail
1F689;station
1F68A;tram
1F68B;tramcar
1F68C;bus
1F68D;oncomingbus
1F68E;trolleybus
1F68F;busstop
1F690;minibus
1F691;ambulance
1F692;fireengine
1F693;policecar
1F694;oncomingpolicecar
1F695;taxi
1F696;oncomingtaxi
1F697;automobile
1F698;oncomingautomobile
1F699;recreationalvehicle
1F69A;deliverytruck
1F69B;articulatedlorry
1F69C;tractor
1F69D;monorail
1F69E;mountainrailway
1F69F;suspensionrailway
1F6A0;mountaincableway
1F6A1;aerialtramway
1F6A2;ship
1F6A3;rowboat
1F6A4;speedboat
1F6A5;horizontaltrafficlight
1F6A6;verticaltrafficlight
1F6A7;constructionsign
1F6A8;policecarsrevolvinglight
1F6A9;triangularflagonpost
1F6AA;door
1F6AB;noentrysign
1F6AC;smokingsymbol
1F6AD;nosmokingsymbol
1F6AE;putlitterinitsplacesymbol
1F6AF;donotlittersymbol
1F6B0;potablewatersymbol
1F6B1;non-potablewatersymbol
1F6B2;bicycle
1F6B3;nobicycles
1F6B4;bicyclist
1F6B5;mountainbicyclist
1F6B6;pedestrian
1F6B7;nopedestrians
1F6B8;childrencrossing
1F6B9;menssymbol
1F6BA;womenssymbol
1F6BB;restroom
1F6BC;babysymbol
1F6BD;toilet
1F6BE;watercloset
1F6BF;shower
1F6C0;bath
1F6C1;bathtub
1F6C2;passportcontrol
1F6C3;customs
1F6C4;baggageclaim
1F6C5;leftluggage
1F6C6;trianglewithroundedcorners
1F6C7;prohibitedsign
1F6C8;circledinformationsource
1F6C9;boyssymbol
1F6CA;girlssymbol
1F6CB;couchandlamp
1F6CC;sleepingaccommodation
1F6CD;shoppingbags
1F6CE;bellhopbell
1F6CF;bed
1F6D0;placeofworship
1F6D1;octagonalsign
1F6D2;shoppingtrolley
1F6E0;hammerandwrench
1F6E1;shield
1F6E2;oildrum
1F6E3;motorway
1F6E4;railwaytrack
1F6E5;motorboat
1F6E6;up-pointingmilitaryairplane
1F6E7;up-pointingairplane
1F6E8;up-pointingsmallairplane
1F6E9;smallairplane
1F6EA;northeast-pointingairplane
1F6EB;airplanedeparture
1F6EC;airplanearriving
1F6F0;satellite
1F6F1;oncomingfireengine
1F6F2;diesellocomotive
1F6F3;passengership
1F6F4;scooter
1F6F5;motorscooter
1F6F6;canoe
